onset	duration	section	btype	validity	stim	gender	accuracy	reaction_time
10.071473132436	0.5	cue	Exp	Inval	CueFace1	Fem	1	0.483786908284856
10.5884973483353	3.93639050307411	Jitter1	Exp	Inval	CueFace1	Fem	1	0.483786908284856
14.5078636355101	0.5	target	Exp	Inval	Word	Fem	1	0.483786908284856
15.0248067389903	3.21842521235794	Jitter2	Exp	Inval	Word	Fem	1	0.483786908284856
18.2604923893787	0.5	cue	Exp	Val	CueFace1	Mas	1	0.710296040404501
18.7775575883943	5.32072106378473	Jitter1	Exp	Val	CueFace1	Mas	1	0.710296040404501
24.0812134531634	0.5	target	Exp	Val	Face	Mas	1	0.710296040404501
24.5981258193069	5.31843283977105	Jitter2	Exp	Val	Face	Mas	1	0.710296040404501
29.9352774130093	0.5	cue	Exp	Val	CueName2	Fem	1	0.560146708173306
30.452307605613	3.23592671080314	Jitter1	Exp	Val	CueName2	Fem	1	0.560146708173306
33.6712041238125	0.5	target	Exp	Val	Word	Fem	1	0.560146708173306
34.1881261665249	4.61858863253565	Jitter2	Exp	Val	Word	Fem	1	0.560146708173306
38.8247174868702	0.5	cue	Exp	Val	CueFace1	Mas	1	0.516959325964308
39.3418191153223	6.0212782064873	Jitter1	Exp	Val	CueFace1	Mas	1	0.516959325964308
45.3459956933575	0.5	target	Exp	Val	Face	Mas	1	0.516959325964308
45.8629049288456	3.91858760795822	Jitter2	Exp	Val	Face	Mas	1	0.516959325964308
49.7991480065411	0.5	cue	Exp	Inval	CueName2	Fem	1	0.606711782246748
50.3160435809914	6.02113846544489	Jitter1	Exp	Inval	CueName2	Fem	1	0.606711782246748
56.320286471986	0.5	target	Exp	Inval	Face	Fem	1	0.606711782246748
56.8371976997087	3.91841855260191	Jitter2	Exp	Inval	Face	Fem	1	0.606711782246748
60.7733690569503	0.5	cue	Exp	Val	CueFace1	Mas	1	0.516961318199719
61.2904009571839	6.02121246273782	Jitter1	Exp	Val	CueFace1	Mas	1	0.516961318199719
67.2945815196881	0.5	target	Exp	Val	Face	Mas	1	0.516961318199719
67.8114913243862	5.31837819561588	Jitter2	Exp	Val	Face	Mas	1	0.516961318199719
73.148647187164	0.5	cue	Exp	Val	CueFace1	Mas	1	0.497811672333228
73.6656677031979	4.62022539575719	Jitter1	Exp	Val	CueFace1	Mas	1	0.497811672333228
78.2688725829212	0.5	target	Exp	Val	Face	Mas	1	0.497811672333228
78.7858043022025	6.01838149703417	Jitter2	Exp	Val	Face	Mas	1	0.497811672333228
84.8234296493501	0.5	cue	Exp	Inval	CueName2	Fem	1	0.59117975024219
85.3404470347296	3.23591418818341	Jitter1	Exp	Inval	CueName2	Fem	1	0.59117975024219
88.5593438375336	0.5	target	Exp	Inval	Face	Fem	1	0.59117975024219
89.0762735645803	3.21835633795399	Jitter2	Exp	Inval	Face	Fem	1	0.59117975024219
92.3119540920788	0.5	cue	Exp	Val	CueFace1	Mas	1	0.414251935741049
92.8289521243205	4.62023478772153	Jitter1	Exp	Val	CueFace1	Mas	1	0.414251935741049
97.4321888798004	0.5	target	Exp	Val	Face	Mas	1	0.414251935741049
97.9492088266252	6.01827590858738	Jitter2	Exp	Val	Face	Mas	1	0.414251935741049
103.986697847988	0.5	cue	Exp	Val	CueName2	Mas	1	0.518128483208784
104.503736578741	5.33747860482163	Jitter1	Exp	Val	CueName2	Mas	1	0.518128483208784
109.824176452809	0.5	target	Exp	Val	Word	Mas	1	0.518128483208784
110.34105608938	4.61861168553878	Jitter2	Exp	Val	Word	Mas	1	0.518128483208784
114.977678716273	0.5	cue	Exp	Val	CueName2	Mas	1	0.609020213214535
115.494732246484	2.53546747221208	Jitter1	Exp	Val	CueName2	Mas	1	0.609020213214535
118.013146188485	0.5	target	Exp	Val	Word	Mas	1	0.609020213214535
118.530069085012	6.018426749225	Jitter2	Exp	Val	Word	Mas	1	0.609020213214535
124.567705816358	0.5	cue	Exp	Inval	CueFace1	Mas	1	0.522852641219288
125.084738001196	2.53544128855447	Jitter1	Exp	Inval	CueFace1	Mas	1	0.522852641219288
127.603147104913	0.5	target	Exp	Inval	Word	Mas	1	0.522852641219288
128.120065163155	6.01843272592942	Jitter2	Exp	Inval	Word	Mas	1	0.522852641219288
134.157701894502	0.5	cue	Exp	Val	CueName2	Mas	1	0.551296631813784
134.674700211348	4.6368636873076	Jitter1	Exp	Val	CueName2	Mas	1	0.551296631813784
139.294565581809	0.5	target	Exp	Val	Word	Mas	1	0.551296631813784
139.811524338564	5.31842828609206	Jitter2	Exp	Val	Word	Mas	1	0.551296631813784
145.148647187164	0.5	cue	Exp	Inval	CueName2	Mas	1	0.548218059779174
145.665670549248	5.32077940780528	Jitter1	Exp	Inval	CueName2	Mas	1	0.548218059779174
150.969426594969	0.5	target	Exp	Inval	Face	Mas	1	0.548218059779174
151.486303100885	2.51837808177334	Jitter2	Exp	Inval	Face	Mas	1	0.548218059779174
154.021519266903	0.5	cue	Exp	Val	CueFace1	Fem	1	0.80466422020254
154.538547467272	2.53540969740243	Jitter1	Exp	Val	CueFace1	Fem	1	0.80466422020254
157.056928964305	0.5	target	Exp	Val	Face	Fem	1	0.80466422020254
157.573866944897	2.51842077252059	Jitter2	Exp	Val	Face	Fem	1	0.80466422020254
160.109106733128	0.5	cue	Exp	Val	CueName2	Fem	1	0.79592314754882
160.626050975028	3.93641896357076	Jitter1	Exp	Val	CueName2	Fem	1	0.79592314754882
164.545525696699	0.5	target	Exp	Val	Word	Fem	1	0.79592314754882
165.06240021038	5.31827459940359	Jitter2	Exp	Val	Word	Fem	1	0.79592314754882
170.399550665663	0.5	cue	Exp	Val	CueFace1	Fem	1	0.629797514942766
170.916580858267	3.23595630972068	Jitter1	Exp	Val	CueFace1	Fem	1	0.629797514942766
174.135506975384	0.5	target	Exp	Val	Face	Fem	1	0.629797514942766
174.65238291209	3.91839976867323	Jitter2	Exp	Val	Face	Fem	1	0.629797514942766
178.58862456676	0.5	cue	Exp	Val	CueName2	Mas	1	1.05325101419021
179.105661020673	2.53536159916166	Jitter1	Exp	Val	CueName2	Mas	1	1.05325101419021
181.623986165921	0.5	target	Exp	Val	Word	Mas	1	1.05325101419021
182.140940938206	5.31837392654143	Jitter2	Exp	Val	Word	Mas	1	1.05325101419021
187.478060086942	0.5	cue	Exp	Inval	CueName2	Fem	1	0.926069588193968
187.995119309252	4.6369080856839	Jitter1	Exp	Inval	CueName2	Fem	1	0.926069588193968
192.614968172626	0.5	target	Exp	Inval	Face	Fem	1	0.926069588193968
193.131914122156	5.31842401701761	Jitter2	Exp	Inval	Face	Fem	1	0.926069588193968
198.469063154414	0.5	cue	Exp	Inval	CueName2	Mas	1	0.587441179266534
198.986101031352	3.93641697133626	Jitter1	Exp	Inval	CueName2	Mas	1	0.587441179266534
202.90548012575	0.5	target	Exp	Inval	Face	Mas	1	0.587441179266534
203.422395337943	4.61838457076738	Jitter2	Exp	Inval	Face	Mas	1	0.587441179266534
208.059040448628	0.5	cue	Exp	Val	CueName2	Fem	1	0.464814571319039
208.576085725296	4.63692288514358	Jitter1	Exp	Val	CueName2	Fem	1	0.464814571319039
213.195963333772	0.5	target	Exp	Val	Word	Fem	1	0.464814571319039
213.713019710033	2.51823691770551	Jitter2	Exp	Val	Word	Fem	1	0.464814571319039
216.24806824372	0.5	cue	Exp	Val	CueName2	Mas	1	0.658710249935211
216.76514568075	6.03783367798951	Jitter1	Exp	Val	CueName2	Mas	1	0.658710249935211
222.785901921709	0.5	target	Exp	Val	Word	Mas	1	0.658710249935211
223.302878039368	3.21836715294285	Jitter2	Exp	Val	Word	Mas	1	0.658710249935211
226.538567105015	0.5	cue	Exp	Val	CueFace1	Mas	1	0.537999033481356
227.055590467099	3.23595602511614	Jitter1	Exp	Val	CueFace1	Mas	1	0.537999033481356
230.274523130131	0.5	target	Exp	Val	Face	Mas	1	0.537999033481356
230.791414720111	3.21842008946896	Jitter2	Exp	Val	Face	Mas	1	0.537999033481356
234.027142492036	0.5	cue	Exp	Val	CueName2	Fem	1	0.539812536393583
234.544138532042	5.33739322332804	Jitter1	Exp	Val	CueName2	Fem	1	0.539812536393583
239.864535715364	0.5	target	Exp	Val	Word	Fem	1	0.539812536393583
240.381411367464	2.5184469561782	Jitter2	Exp	Val	Word	Fem	1	0.539812536393583
242.916604765084	0.5	cue	Exp	Val	CueName2	Fem	1	0.654786401119054
243.433617596785	4.63691235475926	Jitter1	Exp	Val	CueName2	Fem	1	0.654786401119054
248.053517119843	0.5	target	Exp	Val	Word	Fem	1	0.654786401119054
248.570436885716	3.21842350472798	Jitter2	Exp	Val	Word	Fem	1	0.654786401119054
251.806079276147	0.5	cue	Exp	Val	CueName2	Fem	1	0.548108771468833
252.323154720943	6.03792446697753	Jitter1	Exp	Val	CueName2	Fem	1	0.548108771468833
258.344003743125	0.5	target	Exp	Val	Word	Fem	1	0.548108771468833
258.860922655183	3.91842367549089	Jitter2	Exp	Val	Word	Fem	1	0.548108771468833
262.797101696758	0.5	cue	Exp	Val	CueName2	Mas	1	0.630988586771309
263.314173726293	3.23594691775725	Jitter1	Exp	Val	CueName2	Mas	1	0.630988586771309
266.533048614515	0.5	target	Exp	Val	Word	Mas	1	0.630988586771309
267.049944758174	6.01842646461955	Jitter2	Exp	Val	Word	Mas	1	0.630988586771309
273.08757864347	0.5	cue	Exp	Val	CueFace1	Fem	1	0.900390534949111
273.604605990025	3.23593325671845	Jitter1	Exp	Val	CueFace1	Fem	1	0.900390534949111
276.823511900188	0.5	target	Exp	Val	Face	Fem	1	0.900390534949111
277.340451873014	4.61835070277539	Jitter2	Exp	Val	Face	Fem	1	0.900390534949111
281.97716101982	0.5	cue	Exp	Val	CueFace1	Mas	1	0.516989494091831
282.494157913641	3.93633073602814	Jitter1	Exp	Val	CueFace1	Mas	1	0.516989494091831
286.413491755848	0.5	target	Exp	Val	Face	Mas	1	0.516989494091831
286.930431159463	2.51839117360305	Jitter2	Exp	Val	Face	Mas	1	0.516989494091831
289.465628826159	0.5	cue	Exp	Val	CueName2	Mas	1	0.697999397775675
289.982630558264	3.23596911694494	Jitter1	Exp	Val	CueName2	Mas	1	0.697999397775675
293.201597943103	0.5	target	Exp	Val	Word	Mas	1	0.697999397775675
293.718478148884	2.51842817224951	Jitter2	Exp	Val	Word	Mas	1	0.697999397775675
296.253630847992	0.5	cue	Exp	Val	CueFace1	Fem	1	0.516916919822506
296.770684378203	6.02129983646591	Jitter1	Exp	Val	CueFace1	Fem	1	0.516916919822506
302.774930684458	0.5	target	Exp	Val	Face	Fem	1	0.516916919822506
303.29179665999	2.51838519689863	Jitter2	Exp	Val	Face	Fem	1	0.516916919822506
305.826953058963	0.5	cue	Exp	Val	CueName2	Mas	1	0.595946314394496
306.344079163444	3.93646649260154	Jitter1	Exp	Val	CueName2	Mas	1	0.595946314394496
310.263419551565	0.5	target	Exp	Val	Word	Mas	1	0.595946314394496
310.780333056128	3.91837728488008	Jitter2	Exp	Val	Word	Mas	1	0.595946314394496
314.716505267184	0.5	cue	Exp	Inval	CueFace1	Fem	1	0.662884551129537
315.233533752158	3.23587662032696	Jitter1	Exp	Inval	CueFace1	Fem	1	0.662884551129537
318.452381887511	0.5	target	Exp	Inval	Word	Fem	1	0.662884551129537
318.96935743596	2.518430733694	Jitter2	Exp	Inval	Word	Fem	1	0.662884551129537
321.504629953763	0.5	cue	Exp	Val	CueName2	Fem	1	0.517196117305502
322.021525812817	5.33732577194769	Jitter1	Exp	Val	CueName2	Fem	1	0.517196117305502
327.341955725711	0.5	target	Exp	Val	Word	Fem	1	0.517196117305502
327.858879191449	6.01837580493338	Jitter2	Exp	Val	Word	Fem	1	0.517196117305502
333.89650425399	0.5	cue	Exp	Inval	CueFace1	Mas	1	0.816617060018871
334.413558922623	6.03787864557671	Jitter1	Exp	Inval	CueFace1	Mas	1	0.816617060018871
340.434382899567	0.5	target	Exp	Inval	Word	Mas	1	0.816617060018871
340.951300673205	4.61846909844553	Jitter2	Exp	Inval	Word	Mas	1	0.816617060018871
345.587965706239	0.5	cue	Exp	Val	CueName2	Mas	1	0.45842376656492
346.10503289749	3.93642522488062	Jitter1	Exp	Val	CueName2	Mas	1	0.45842376656492
350.024390931119	0.5	target	Exp	Val	Word	Mas	1	0.45842376656492
350.54145812237	4.61815290231607	Jitter2	Exp	Val	Word	Mas	1	0.45842376656492
355.17798910646	0.5	cue	Exp	Val	CueFace1	Fem	1	0.548287503394022
355.694986284886	3.93638737241872	Jitter1	Exp	Val	CueFace1	Fem	1	0.548287503394022
359.614376478879	0.5	target	Exp	Val	Face	Fem	1	0.548287503394022
360.131287991207	6.01835389035114	Jitter2	Exp	Val	Face	Fem	1	0.548287503394022
366.170916957391	0.5	cue	Exp	Inval	CueFace1	Mas	1	0.612099639063672
366.68596772238	5.33545847869573	Jitter1	Exp	Inval	CueFace1	Mas	1	0.612099639063672
372.006375436086	0.5	target	Exp	Inval	Word	Mas	1	0.612099639063672
372.523244826878	3.91843733652968	Jitter2	Exp	Inval	Word	Mas	1	0.612099639063672
376.459402238475	0.5	cue	Exp	Inval	CueFace1	Fem	1	0.669958692434193
376.976431008054	4.63695902997461	Jitter1	Exp	Inval	CueFace1	Fem	1	0.669958692434193
381.59636126845	0.5	target	Exp	Inval	Word	Fem	1	0.669958692434193
382.113240051206	5.31825723850125	Jitter2	Exp	Inval	Word	Fem	1	0.669958692434193
