onset	duration	section	btype	validity	stim	gender	accuracy	reaction_time
10.0493551971267	0.5	cue	Att	Val	CueName2	Mas	1	0.57683900875054
10.5663578314379	5.33738849145448	Jitter1	Att	Val	CueName2	Mas	1	0.57683900875054
15.8867436885812	0.5	target	Att	Val	Word	Mas	1	0.57683900875054
16.403648703108	5.31834295680164	Jitter2	Att	Val	Word	Mas	1	0.57683900875054
21.7407739342088	0.5	cue	Att	Inval	CueFace1	Mas	1	0.745802918459958
22.2578445893014	4.63694860474789	Jitter1	Att	Inval	CueFace1	Mas	1	0.745802918459958
26.8777225389567	0.5	target	Att	Inval	Word	Mas	1	0.745802918459958
27.3946204383392	2.51836703445224	Jitter2	Att	Inval	Word	Mas	1	0.745802918459958
29.9298142207263	0.5	cue	Att	Inval	CueFace1	Fem	1	0.842149946267455
30.4469113441592	2.53548180344296	Jitter1	Att	Inval	CueFace1	Fem	1	0.842149946267455
32.9652960241692	0.5	target	Att	Inval	Word	Fem	1	0.842149946267455
33.4821947773708	2.51836902669311	Jitter2	Att	Inval	Word	Fem	1	0.842149946267455
36.0174227124517	0.5	cue	Att	Inval	CueFace1	Mas	1	0.7365324541679
36.5344634839385	5.33739219132622	Jitter1	Att	Inval	CueFace1	Mas	1	0.7365324541679
41.8548149037779	0.5	target	Att	Inval	Word	Mas	1	0.7365324541679
42.3717193490957	3.91834887660298	Jitter2	Att	Inval	Word	Mas	1	0.7365324541679
46.3078851171667	0.5	cue	Att	Inval	CueName2	Fem	1	0.43983746732556
46.8249734178171	2.53548066502117	Jitter1	Att	Inval	CueName2	Fem	1	0.43983746732556
49.3433657821879	0.5	target	Att	Inval	Face	Fem	1	0.43983746732556
49.860396307864	6.01809295908242	Jitter2	Att	Inval	Face	Fem	1	0.43983746732556
55.8812599042794	0.5	cue	Att	Val	CueName2	Fem	1	0.797960059560864
56.3983171829022	3.23590006011	Jitter1	Att	Val	CueName2	Fem	1	0.797960059560864
59.6171599643894	0.5	target	Att	Val	Word	Fem	1	0.797960059560864
60.1340934394939	5.31835491024685	Jitter2	Att	Val	Word	Fem	1	0.797960059560864
65.4712366007589	0.5	cue	Att	Inval	CueName2	Mas	1	0.566483911803516
65.9882665572259	6.02124952186205	Jitter1	Att	Inval	CueName2	Mas	1	0.566483911803516
71.9924861226209	0.5	target	Att	Inval	Face	Mas	1	0.566483911803516
72.5093806067343	2.51826543018615	Jitter2	Att	Inval	Face	Mas	1	0.566483911803516
75.044570689246	0.5	cue	Att	Inval	CueName2	Fem	1	0.538033578926843
75.5616282524752	4.62029859700851	Jitter1	Att	Inval	CueName2	Fem	1	0.538033578926843
80.1648692862545	0.5	target	Att	Inval	Face	Fem	1	0.538033578926843
80.6817387250558	4.61840995300736	Jitter2	Att	Inval	Face	Fem	1	0.538033578926843
85.3184511070031	0.5	cue	Att	Inval	CueFace1	Fem	1	0.517013733937347
85.835451464467	4.63682878571126	Jitter1	Att	Inval	CueFace1	Fem	1	0.517013733937347
90.4552798927143	0.5	target	Att	Inval	Word	Fem	1	0.517013733937347
90.9722426822154	3.21820981821656	Jitter2	Att	Inval	Word	Fem	1	0.517013733937347
94.207952910263	0.5	cue	Att	Val	CueFace1	Fem	1	0.516925221534621
94.7250053505886	3.91977332856914	Jitter1	Att	Val	CueFace1	Fem	1	0.516925221534621
98.6277262388321	0.5	target	Att	Val	Face	Fem	1	0.516925221534621
99.1446022235687	5.31835121037147	Jitter2	Att	Val	Face	Fem	1	0.516925221534621
